Id,Product_id,Link,Description,Result Date
"229. Estimated value of shipments, orders and inventories, by Standard Industrial Classification, 1970 (SIC), Canada Archived",Table: 16-10-0083-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1610008301,"Description: This table contains 1786 series, with data for years 1970 - 1984 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data...Description: This table contains 1786 series, with data for years 1970 - 1984 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Principal statistics (9 items: Total shipments; New orders; Unfilled orders; Total inventory held; ...); Standard Industrial Classification, 1970 (SIC) (225 items: Food and beverage industries; Meat and poultry products industries; Slaughtering and meat processors; Poultry processors; ...).More",2000-02-18
230. Expenses on types of Information and Communication Technologies by industry and size of enterprise,Table: 22-10-0025-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2210002501,"Description: Digital technology and internet use, expenses on types of Information and Communication Technology (ICT) services, by North American Industry Classification System (NAICS) and  size of...Description: Digital technology and internet use, expenses on types of Information and Communication Technology (ICT) services, by North American Industry Classification System (NAICS) and  size of enterprise for Canada in 2012.More",2013-06-12
"231. Export trade values, customs-based, by principal trading areas Archived",Table: 12-10-0044-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1210004401,"Description: This table contains 30 series, with data for years 1946 - 1985 (not all combinations necessarily have data for all years).  This table contains data described by the following...Description: This table contains 30 series, with data for years 1946 - 1985 (not all combinations necessarily have data for all years).  This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Trading areas and export commodity classification (15 items: Total exports; trading areas;United Kingdom;Total; less United States and United Kingdom;United States ...), Seasonal adjustment (2 items: Unadjusted;Seasonally adjusted ...).More",2000-02-19
"232. Exports and imports of goods and services, quarterly, Canada, (NAPCS 2007), inactive Archived",Table: 36-10-0110-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610011001,"Description: Quarterly exports and imports of goods and services components in chained (2007), current dollars and contribution to percent change.",2018-08-30
"233. Exports and imports of goods and services, quarterly, Canada, (NAPCS 2017)",Table: 12-10-0134-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1210013401,"Description: Quarterly exports and imports of goods and services components in chained (2012) dollars, current dollars and contribution to percent change.",2019-05-31
234. Farm Financial Survey,Table: 21F0008X,/n1/en/catalogue/21F0008X,"Description: The publication is a joint initiative by Agriculture and Agri-Food Canada and Statistics Canada providing detailed financial information (assets, liabilities, revenues and expenditures...Description: The publication is a joint initiative by Agriculture and Agri-Food Canada and Statistics Canada providing detailed financial information (assets, liabilities, revenues and expenditures data) on farms across Canada. The data are disaggregated by province, farm type and revenue class. This publication also includes data highlights, information on concepts, methods, data quality and the survey questionnaire.More",2013-03-01
235. Farming Facts Archived,Table: 21-522-X,/n1/en/catalogue/21-522-X,Description: Farming Facts is published by the Agriculture Division of Statistics Canada to illustrate the variety of information produced by the organization for the agricultural community. This...Description: Farming Facts is published by the Agriculture Division of Statistics Canada to illustrate the variety of information produced by the organization for the agricultural community. This edition incorporates some of the results from the 2001 Census of Agriculture and includes first-time information on organic farming and the latest trends in computer use on farms.More,2003-04-16
236. Farms classified by farm type,Table: 32-10-0403-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210040301,"Description: Census of Agriculture. Farms classified by the North American Industry Classification System for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and...Description: Census of Agriculture. Farms classified by the North American Industry Classification System for Canada, Province, Territory, Census Agricultural Region (CAR), Census Division (CD) and Census Consolidated Subdivision (CCS), every five years.More",2017-05-15
"237. Farms classified by farm type, historical data",Table: 32-10-0166-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210016601,"Description: Farms classified by the North American Industry Classification System (NAICS) from the Census of Agriculture, Canada and provinces, 2001 to 2016. ",2017-12-11
"238. Federal expenditures on science and technology, by major departments and agencies - Intentions",Table: 27-10-0026-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2710002601,"Description: Federal expenditures on science and technology, by expenditures, science and technology components and major departments and agencies for Canada from 2000 to today.",2019-04-01
"239. Federal extramural expenditures on science and technology, by performing sector and major departments and agencies - Intentions",Table: 27-10-0027-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2710002701,"Description: Federal extramural expenditures on science and technology, by science and technology components, performing sector and major departments and agencies for Canada from 2000 to today.",2019-04-01
"240. Federal personnel engaged in science and technological activities, by major departments and agencies - Intentions",Table: 27-10-0029-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2710002901,"Description: Federal personnel engaged in science and technological activities, by science and technology components and major departments and agencies for Canada from 2000 to today.",2019-04-01
"241. Federal personnel engaged in science and technological activities, by occupational category and major departments and agencies - Intentions",Table: 27-10-0028-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2710002801,"Description: Federal personnel engaged in science and technological activities, by occupational category and major departments and agencies for Canada from 2000 to today.",2019-04-01
242. Fertilizer Shipments Survey,Table: 21-022-X,/n1/en/catalogue/21-022-X,"Description: The Fertilizer Shipments Survey is a mandatory Statistics Canada survey conducted by Agriculture Division on behalf of the Canadian Fertilizer Institute and Agriculture and Agri-Food...Description: The Fertilizer Shipments Survey is a mandatory Statistics Canada survey conducted by Agriculture Division on behalf of the Canadian Fertilizer Institute and Agriculture and Agri-Food Canada, starting in 2008.The information from this survey is essential to AAFC to support Canada's international reporting obligations of inventory of Greenhouse Gas emissions governed by the terms of the UNFCCC and Kyoto Protocol agreements. The survey produces statistics on shipments of fertilizer in Canada by manufacturers, wholesale distributors and retail distributors. This survey is a continuation of a survey that was conducted by the Canadian Fertilizer Institute, which covers all major Canadian manufacturers, wholesale distributors and retail distributors. Aggregate data will be used by analysts to determine the province of destination for fertilizer products manufactured in Canada or imported into Canada, by product type and by nutrient content. Tables will also be provided for fertilizer production at the Canada level and for market inventories for East and West.More",2016-11-10
"243. Final demand categories, by commodity, L-level aggregation Archived",Table: 36-10-0403-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040301,"Description: This table contains 5907 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 5907 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Final demand categories (126 items: Total; final demand: final expenditure on gross domestic product (GDP); Personal expenditure; food and non-alcoholic beverages; Personal expenditure; tobacco products; Personal expenditure; alcoholic beverages bought in stores ...) Commodity (453 items: Total commodities; Cattle and calves; Hogs; Poultry ...).More",2012-12-14
"244. Final demand categories, by commodity, M-level aggregation [1961 - 1997] Archived",Table: 36-10-0425-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610042501,"Description: This table contains 809 series, with data for years 1961 - 1997 (not all combinations necessarily have data for all years), and was last released on 2009-01-22. This table contains data...Description: This table contains 809 series, with data for years 1961 - 1997 (not all combinations necessarily have data for all years), and was last released on 2009-01-22. This table contains data described by the following dimensions (Not all combinations are available): Unit of measure (1 items: Dollars ...) Geography (1 items: Canada ...) Final demand categories (38 items: Personal expenditures; motor vehicles; parts and repairs; Personal expenditures; furniture and household appliances; Personal expenditures; other durable goods; Personal expenditures; clothing and footwear ...) Commodity (103 items: Total final demand; Grains; Other agricultural products; Live animals ...).More",2015-11-26
"245. Final demand categories, by commodity, M-level aggregation [1961 - 2008] Archived",Table: 36-10-0404-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040401,"Description: This table contains 1140 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 1140 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Final demand categories (42 items: Total final demand: final expenditure on gross domestic product (GDP); Personal expenditures; furniture and household appliances; Personal expenditures; motor vehicles; parts and repairs; Personal expenditures; other durable goods ...) Commodity (104 items: Total; final demand; Grains; Live animals; Other agricultural products ...).More",2012-12-14
"246. Final demand categories, by commodity, S-level aggregation [1961 - 1997] Archived",Table: 36-10-0426-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610042601,"Description: This table contains 3954 series, with data for years 1961 - 1997 (not all combinations necessarily have data for all years), and was last released on 2009-01-22. This table contains...Description: This table contains 3954 series, with data for years 1961 - 1997 (not all combinations necessarily have data for all years), and was last released on 2009-01-22. This table contains data described by the following dimensions (Not all combinations are available): Unit of measure (1 items: Dollars ...) Geography (14 items: Canada; Prince Edward Island; Nova Scotia; Newfoundland and Labrador ...) Final demand categories (14 items: Personal expenditures; durable goods; Personal expenditures; services; Personal expenditures; semi-durable goods; Personal expenditures; non-durable goods ...) Commodity (51 items: Total; final demand; Grains; Other agricultural products; Forestry products ...).More",2015-11-26
"247. Final demand categories, by commodity, S-level aggregation [1961 - 2008] Archived",Table: 36-10-0405-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040501,"Description: This table contains 8290 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 8290 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (16 items: Canada; Newfoundland and Labrador; Nova Scotia; Prince Edward Island ...) Final demand categories (22 items: Total; final demand: final expenditure on gross domestic product (GDP); Personal expenditures; semi-durable goods; Personal expenditures; non-durable goods; Personal expenditures; durable goods ...) Commodity (53 items: Total; final demand; Forestry products; Grains; Other agricultural products ...).More",2017-04-18
248. Financial and Taxation Statistics for Enterprises,Table: 61-219-X,/n1/en/catalogue/61-219-X,"Description: This publication contains annual aggregate data of Canadian enterprises classified by 67 industry groups. The industry breakdowns are based on the North American Industry...Description: This publication contains annual aggregate data of Canadian enterprises classified by 67 industry groups. The industry breakdowns are based on the North American Industry Classification System (NAICS Canada 2012). The data include: asset, liability and equity items encompassed in a balance sheet, revenue and expense items as reported on an income statement, a reconciliation of net profit to taxable income and taxes payable, along with several common financial performance ratios.More",2016-03-17
"249. Financial and taxation statistics for enterprises, by industry based on the Standard Industrial Classification for Companies and Enterprises 1980 (SIC-C) Archived",Table: 33-10-0011-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310001101,"Description: This table contains 6762 series, with data for years 1988 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data...Description: This table contains 6762 series, with data for years 1988 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Financial and taxation components (142 items: Total assets;Cash and deposits;Accounts receivable and accrued revenue;Inventories; ...); Industry (68 items: Total all industries;Food, except retailing;Beverages;Tobacco; ...).More",2008-12-19
"250. Financial statistics for enterprises, balance sheet and income statement, based on Standard Industrial Classification for Companies and Enterprises, 1980 (SIC-C) Archived",Table: 33-10-0044-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310004401,"Description: This table contains 1659 series, with data for years 1980 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data...Description: This table contains 1659 series, with data for years 1980 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Industry (33 items: Total, all industries;Total, non-financial industries;Food (including food retailing);Beverages and tobacco; ...); Balance sheet and income statement components (93 items: Total assets;Cash and deposits;Accounts receivable and accrued revenue;Inventories; ...).More",2017-04-20
"251. Financial statistics for enterprises, statement of change in financial position, based on Standard Industrial Classification for Companies and Enterprises, 1980 (SIC-E) Archived",Table: 33-10-0020-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310002001,"Description: This table contains 1333 series, with data for years 1980 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data...Description: This table contains 1333 series, with data for years 1980 - 1998 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Industry (33 items: Total, all industries;Total, non-financial industries;Food (including food retailing);Beverages and tobacco; ...); Statement of change in financial position components (56 items: Total cash available;Cash from operating activities;Net profit;Non-cash items; ...).More",2017-04-20
"252. Fixed weighted index of average hourly earnings for all employees (SEPH), excluding overtime, unadjusted for seasonal variation, for selected industries classified using the North American Industry Classification System (NAICS) Archived",Table: 14-10-0254-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410025401,"Description: This table contains 311 series, with data for years 1991 - 2000 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 311 series, with data for years 1991 - 2000 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (12 items: Canada; Newfoundland and Labrador; Prince Edward Island; Nova Scotia ...), North American Industry Classification System (NAICS) (28 items: Industrial aggregate excluding unclassified businesses; Goods producing industries; Forestry; logging and support ...).More",2013-09-27
"253. Fixed weighted index of average hourly earnings for all employees, by industry, monthly",Table: 14-10-0213-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410021301,"Description: Fixed weighted index (2002=100) of average hourly earnings for all employees, by North American Industry Classification System (NAICS), last 5 months.",2019-05-30
"254. Flows and stocks of fixed non-residential capital, by industry and type of asset, Canada, provinces and territories",Table: 36-10-0096-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610009601,"Description: Provincial annual data, by industry, asset and price, for flow or stock type.",2018-11-20
"255. Flows and stocks of fixed non-residential capital, by North American Industry Classification System (NAICS) and asset, Canada, provinces and territories Archived",Table: 36-10-0236-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610023601,"Description: This table presents data for 1955-2013, by North American Industry Classification System (NAICS), by asset and by price, for flow or stock type, annually in dollars.  ",2014-11-27
"256. Flows and stocks of fixed non-residential capital, by sector of industry and type of asset, Canada",Table: 36-10-0097-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610009701,"Description: Annual data, by sector of industry, asset and price for type of flow or stock.",2018-11-20
"257. Flows and stocks of fixed non-residential capital, by sector of North American Industry Classification System (NAICS) and asset, Canada Archived",Table: 36-10-0237-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610023701,"Description: This table presents type of flow or stock, by industry, by asset and by price type, Canada, annual.  ",2014-11-27
258. Food available by major groups in Canada Archived,Table: 32-10-0282-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210028201,"Description: This table contains 87 series, with data for years 1960 - 2011 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data...Description: This table contains 87 series, with data for years 1960 - 2011 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Food categories (2 items: Food available;Food available adjusted for losses); Commodity (45 items: Total fruits;Fresh fruits;Total processed fruits;Total processed fruits (fresh equivalent); ...).More",2012-05-28
259. Food available in Canada,Table: 32-10-0054-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210005401,Description: Food available in Canada annually (in kilos per person per year). Data available on an annual basis.,2019-05-30
260. Food Consumption in Canada: Part 1 Archived,Table: 32-229-X,/n1/en/catalogue/32-229-X,"Description: This publication contains supply, disposition and per capita disappearance data for the following food groups: cereals, sugars and syrups, pulses and nuts, beverages, dairy products...Description: This publication contains supply, disposition and per capita disappearance data for the following food groups: cereals, sugars and syrups, pulses and nuts, beverages, dairy products and by-products, poultry, eggs and meats. Per capita disappearance is available on both a retail weight and fresh equivalent basis per day and per year.More",2003-06-27
261. Food Consumption in Canada. Part II Archived,Table: 32-230-X,/n1/en/catalogue/32-230-X,"Description: This publication contains supply, disposition and per capita disappearance data for the following food groups: oils and fats, fruits, vegetables, potatoes and fish. Per capita...Description: This publication contains supply, disposition and per capita disappearance data for the following food groups: oils and fats, fruits, vegetables, potatoes and fish. Per capita disappearance is available on both a retail weight and fresh equivalent basis per day and per year.More",2002-10-31
262. Food Expenditure in Canada Archived,Table: 62-554-X,/n1/en/catalogue/62-554-X,"Description: The Family food expenditure in Canada publication provides detailed and summary information on food expenditure by household. Food items purchased from stores and meals bought from...Description: The Family food expenditure in Canada publication provides detailed and summary information on food expenditure by household. Food items purchased from stores and meals bought from restaurants are presented separately. Summary food items purchased from stores include: fresh and frozen meat and poultry; fish; dairy products - milk, cheese; eggs; bakery and cereal products - bread, cookies, cakes; pasta products; breakfast cereal; fresh fruit; other prepared fruit; fresh vegetables; other prepared vegetables; condiments; sugar; coffee and tea; fats and oils; other prepared foods - soups, potato chips; and non-alcoholic beverages. Also, total food purchased from stores is shown by type of store - supermarkets, food specialty stores, convenience stores and other stores. Meals purchased from restaurants are presented as follows: breakfasts, lunches, dinners and between-meals food. Food expenditures are profiled by size and type of household and other household characteristics. Discussions of food purchasing patterns over the years, who goes grocery shopping, who eats out and who buys diary products are included. Information about household income is presented by income group and income quintile.Summary and detailed information for the provinces (excluding the North West Territories and the Yukon Territory), selected metropolitan areas (including Whitehorse and Yellowknife) and size of area of residence is presented. Detailed expenditure information and cross-classified tables for all levels of geography are available upon request.More",2003-02-21
263. Food Expenditure Survey (FOODEX) Public Use Microdata File Archived,Public use microdata: 62M0002X,/n1/en/catalogue/62M0002X,"Description: This survey provides household estimates of food expenditures and quantities. Throughout the year members of selected households were asked to record expenditures on food and beverages...Description: This survey provides household estimates of food expenditures and quantities. Throughout the year members of selected households were asked to record expenditures on food and beverages for a period of two weeks. Topics include: household characteristics, food purchased from stores, food purchased from restaurants, food purchased locally and on day trips, food purchased while on trips overnight or longer, type of store and type of restaurant.More",2003-09-30
264. Food Industries Archived,Table: 32-250-X,/n1/en/catalogue/32-250-X,"Description: The most recent issue contains ""Food producers maintain expansion"" by Peter Zylstra. Food commodity processors are engaged in a multitude of manufacturing activities. The aggregate...Description: The most recent issue contains ""Food producers maintain expansion"" by Peter Zylstra. Food commodity processors are engaged in a multitude of manufacturing activities. The aggregate performance of these is the subject of this article. Common influences on all processing industries that make up the Food Industries Major Group are examined, while specific ones that impact some and not others are also discussed. Growth in food industries has always been a function of population growth. In addition, health considerations and new product development are important factors. The summary of recent developments is based on results of the 1997 Annual Survey of Manufactures. Other sources are also used for industry analysis as well as for the provision of industry environment and economic background.More",2000-03-13
265. Food security by Aboriginal Identity,Table: 41-10-0009-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=4110000901,"Description: Food security, by Aboriginal identity, age group, sex, and number of persons in household, population aged 6 years and over, Canada, provinces and territories (occasional).",2015-11-09
"266. Food security, Inuit population, by Inuit region of residence",Table: 41-10-0010-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=4110001001,"Description: Food security, by age group, sex, and number of persons in household, Inuit population aged 6 years and over, Canada and Inuit Nunangat (occasional).",2015-11-09
267. Food Services and Drinking Places,Table: 63-243-X,/n1/en/catalogue/63-243-X,"Description: This product provides an overview of trends in the food services and drinking places industry. It provides users with information required for making corporate decisions, monitoring...Description: This product provides an overview of trends in the food services and drinking places industry. It provides users with information required for making corporate decisions, monitoring programs and reviewing policies. The tables focus on financial and operating data.More",2014-02-25
268. Food Services and Drinking Places Sales,Data Visualization: 71-607-X2017003,https://www150.statcan.gc.ca/n1/pub/71-607-x/71-607-x2017003-eng.htm,"Description: This web application provides access to data on the sales of food services and drinking places for Canada, provinces and territories. This dynamic application allows users to compare...Description: This web application provides access to data on the sales of food services and drinking places for Canada, provinces and territories. This dynamic application allows users to compare provincial and territorial data with interactive maps and charts. All data in this release are seasonally adjusted and expressed in current dollars.More",2019-06-20
"269. Food services and drinking places, distribution of total sales",Table: 21-10-0213-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2110021301,"Description: The distribution of total sales,  by North American Industry Classification System (NAICS) 722 food services and drinking places, which include all members under distribution of sales...Description: The distribution of total sales,  by North American Industry Classification System (NAICS) 722 food services and drinking places, which include all members under distribution of sales, annual, (percent), for five years of data.More",2019-02-08
"270. Food services and drinking places, e-commerce sales",Table: 21-10-0232-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2110023201,"Description: E-commerce sales for North American Industry Classification System (NAICS) food services and drinking places, includes all members under sales, for Canada, for one year of data.",2019-02-08
"271. Food services and drinking places, industry expenditures",Table: 21-10-0172-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2110017201,"Description: The operating expenses by North American Industry Classification System (NAICS) which include all members under industry expenditures, for food services and drinking places (NAICS...Description: The operating expenses by North American Industry Classification System (NAICS) which include all members under industry expenditures, for food services and drinking places (NAICS 722),  annual (percent), for five years of data.More",2019-02-08
"272. Food services and drinking places, operating expenses, inactive Archived",Table: 21-10-0020-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2110002001,"Description: The operating expenses by North American Industry Classification System (NAICS) which include all members under industry expenditures, for food services and drinking places (NAICS 722)...Description: The operating expenses by North American Industry Classification System (NAICS) which include all members under industry expenditures, for food services and drinking places (NAICS 722), annual (percent), for five years of data.More",2017-02-06
"273. Food services and drinking places, summary statistics",Table: 21-10-0171-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2110017101,"Description: The summary statistics by North American Industry Classification System (NAICS) which include: operating revenue (dollars x 1,000,000), operating expenses (dollars x 1,000,000)...Description: The summary statistics by North American Industry Classification System (NAICS) which include: operating revenue (dollars x 1,000,000), operating expenses (dollars x 1,000,000), salaries wages and benefits (dollars x 1,000,000), and operating profit margin (by percent), of food services and drinking places (NAICS 722), annual, for five years of data.More",2019-02-08
"274. Food services and drinking places, summary statistics, inactive Archived",Table: 21-10-0018-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2110001801,"Description: The summary statistics by North American Industry Classification System (NAICS) which include: operating revenue (dollars x 1,000,000), operating expenses (dollars x 1,000,000)...Description: The summary statistics by North American Industry Classification System (NAICS) which include: operating revenue (dollars x 1,000,000), operating expenses (dollars x 1,000,000), salaries wages and benefits (dollars x 1,000,000), and operating profit margin (by percent), of food services and drinking places (NAICS 722), annual, for five years of data.More",2017-02-06
275. Food Statistics Archived,Table: 21-020-X,/n1/en/catalogue/21-020-X,Description: This publication contains information on food available for consumption and food nutrition.,2010-05-27
276. Food stats,Table: 32-26-0001,/n1/en/catalogue/32260001,"Description: Use this one-stop shop  to access a wide variety of statistical information on food. It contains a listing of data tables, analytical articles and reference materials, which users can...Description: Use this one-stop shop  to access a wide variety of statistical information on food. It contains a listing of data tables, analytical articles and reference materials, which users can filter or sort by title, subject, date or keyword.More",2018-08-03
"277. Foreign-controlled enterprises in Canada, by financial characteristics and industry",Table: 33-10-0033-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310003301,"Description: Dollar amounts and percentages of assets, operating revenues and operating profits of incorporated enterprises that are operating in Canada by the North American Industry...Description: Dollar amounts and percentages of assets, operating revenues and operating profits of incorporated enterprises that are operating in Canada by the North American Industry Classification System (NAICS) and selected country of control, annual.More",2018-08-01
278. Fresh water resources in Canada Archived,Table: 16-201-X20030006667,https://www150.statcan.gc.ca/n1/pub/16-201-x/16-201-x2003000-eng.pdf,"Description: Water is a basic necessity of life: access to clean water in sufficient quantity is an integral part of our well-being. It has had a strong influence on Canada's development as a...Description: Water is a basic necessity of life: access to clean water in sufficient quantity is an integral part of our well-being. It has had a strong influence on Canada's development as a country and remains a precious part of our natural resource wealth.While Canadians live in a country with a plentiful supply of fresh water, they are also concerned about a number of water-related issues. These include the availability, distribution, use and quality of water, as well as the controls placed on water usage. This article examines these issues by creating a statistical portrait of Canada's fresh water resources.More",2003-12-03
279. Fruit and Vegetable Production Archived,Table: 22-003-X,/n1/en/catalogue/22-003-X,"Description: This semi-annual publication provides an overview of the Canadian fruit and vegetable production sector. Annual estimates of area, commercial production and value of major tree fruit...Description: This semi-annual publication provides an overview of the Canadian fruit and vegetable production sector. Annual estimates of area, commercial production and value of major tree fruit, berries and grapes are available. Annual estimates of area, production and value of the major commercially grown vegetables are also published. For the mushroom growing industry, estimates of area, production, sales, investments and labour costs and employment are available once yearly. The first issue for the crop year will appear in June and will present the cultivated areas from the Fruit and Vegetable Area Survey conducted in May. The second will appear in February and include area, production, and value data for the crop year.More",2012-02-17
280. Functional Foods and Nutraceuticals: The Development of Value-added Food by Canadian Firms Archived,Table: 88F0006X2005016,https://www150.statcan.gc.ca/n1/pub/88f0006x/88f0006x2005016-eng.pdf,Description: The main indicators of functional food and nutraceutical activities in Canada are presented in this article. The data are from the 2003 Functional Foods and Nutraceuticals Survey which...Description: The main indicators of functional food and nutraceutical activities in Canada are presented in this article. The data are from the 2003 Functional Foods and Nutraceuticals Survey which was designed to provide a benchmark measurement of the industry and a better understanding of the scope and nature of the sector.More,2005-09-26
281. Gazelle enterprises based on number of employees and revenue,Table: 33-10-0144-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310014401,"Description: Gazelle enterprises based on number of employees and revenue, by North American Industry Classification System (NAICS).",2015-12-07
"282. Government revenue attributable to tourism, by commodity",Table: 36-10-0464-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610046401,"Description: Government revenue attributable to tourism (revenue from taxes on products), by commodity, Canada.  ",2017-06-29
"283. Government revenue attributable to tourism, by industry",Table: 36-10-0465-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610046501,"Description: Government revenue attributable to tourism, by industry, Canada  ",2017-06-29
"284. Greenhouse gas emissions, by sector Archived",Table: 38-10-0111-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3810011101,"Description: Greenhouse gas emissions (carbon dioxide equivalents),  by industries and households. Industry aggregation is at the L-level of the input-output accounts of Statistics Canada.",2017-02-09
"285. Gross domestic product (GDP) at basic price in current dollars, System of National Accounts (SNA) benchmark values, by North American Industry Classification System (NAICS) Archived",Table: 36-10-0394-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610039401,"Description: This table contains 455 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following...Description: This table contains 455 series, with data for years 1961 - 2008 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Sector (3 items: Total economy; Business sector; Non-business sector ...) North American Industry Classification System (NAICS) (189 items: Crop and animal production; Crop and animal production; Forestry and logging; Crop and animal production ...).More",2017-04-20
"286. Gross domestic product (GDP) at basic prices, by industry",Table: 36-10-0401-01,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040101,"Description: National Gross Domestic Product (GDP) or value-added at basic prices, by various North American Industry Classification aggregates, in current dollars, benchmarked to the Supply and...Description: National Gross Domestic Product (GDP) or value-added at basic prices, by various North American Industry Classification aggregates, in current dollars, benchmarked to the Supply and Use  Tables, annual.  More",2019-05-01
"287. Gross domestic product (GDP) at basic prices, by industry, annual average",Table: 36-10-0434-03,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610043403,"Description: Gross Domestic Product (GDP) at basic prices, by various North American Industry Classification System (NAICS) aggregates, by Industry, volume measures, all levels of industries...Description: Gross Domestic Product (GDP) at basic prices, by various North American Industry Classification System (NAICS) aggregates, by Industry, volume measures, all levels of industries, (dollars x 1,000,000), annual, 5 most recent time periods.More",2019-05-31
