Id,Product_id,Link,Description,Result Date
58. Diet composition and obesity among Canadian adults Archived,Articles and reports: 82-003-X200900410933,https://www150.statcan.gc.ca/n1/pub/82-003-x/2009004/article/10933-eng.htm,"Description: This study examines the association between obesity and the relative percentages of fats, carbohydrates, protein and fibre in the diets of Canadians. The data are from the 2004...Description: This study examines the association between obesity and the relative percentages of fats, carbohydrates, protein and fibre in the diets of Canadians. The data are from the 2004 Canadian Community Health Survey - Nutrition.More",2009-10-21
59. Dietary habits of Aboriginal children Archived,Articles and reports: 82-003-X201300411776,https://www150.statcan.gc.ca/n1/pub/82-003-x/2013004/article/11776-eng.htm,"Description: Based on the results of Statistics Canada's 2006 Aboriginal Children's Survey, this article presents an overview of how often First Nations children living off reserve, Métis children...Description: Based on the results of Statistics Canada's 2006 Aboriginal Children's Survey, this article presents an overview of how often First Nations children living off reserve, Métis children and Inuit children aged 2 to 5 consume various types of food, including foods considered traditional or country among Aboriginal people. More",2013-04-17
60. Diffusion of Biotechnologies in Canada: Results from the Survey of Biotechnology Use in Canadian Industries Archived,Articles and reports: 88F0017M1999006,https://www150.statcan.gc.ca/n1/pub/88f0017m/88f0017m1999006-eng.pdf,"Description: This report describes the basic characteristics of the firms using biotechnologies, the type of use of biotechnologies, the stage of use and future use, the obstacles to acquisition...Description: This report describes the basic characteristics of the firms using biotechnologies, the type of use of biotechnologies, the stage of use and future use, the obstacles to acquisition and implementation of biotechnologies, the advantages obtained, and internal and external sources of information leading to biotechnology use.More",1999-11-19
"61. Distribution of biotechnology innovator firms in Canada, 2001 Archived",Articles and reports: 88-003-X20030016474,https://www150.statcan.gc.ca/n1/pub/88-003-x/88-003-x2003001-eng.pdf,"Description: In 2001, there were 375 biotechnology innovator firms in Canada, an increase of just under 5% from the 358 firms in 1999. Analysis beyond these overall statistics discloses a dynamic...Description: In 2001, there were 375 biotechnology innovator firms in Canada, an increase of just under 5% from the 358 firms in 1999. Analysis beyond these overall statistics discloses a dynamic churning that is occurring among sectors, provinces and size groups.More",2003-02-18
62. Domestic package travel - An untapped market Archived,Articles and reports: 87-003-X19980023664,https://www150.statcan.gc.ca/n1/pub/87-003-x/87-003-x1998002-eng.pdf,"Description: Canadian consumers browsing through most travel agency offices are likely to be bombarded with brochures beckoning them to take a cruise to the Caribbean, tour the rich history of...Description: Canadian consumers browsing through most travel agency offices are likely to be bombarded with brochures beckoning them to take a cruise to the Caribbean, tour the rich history of Europe, enjoy a theater package in London or sample wines in California, to name a few. But where are the tantalizing Canadian packaged products?More",1998-04-08
63. Eating out – How often and why,Stats in brief: 11-627-M2019003,https://www150.statcan.gc.ca/n1/pub/11-627-m/11-627-m2019003-eng.htm,"Description: Eating out at restaurants or purchasing takeout food simplifies life for many Canadians. This infographic uses data from the 2016 General Social Survey on Canadians at Work and Home to...Description: Eating out at restaurants or purchasing takeout food simplifies life for many Canadians. This infographic uses data from the 2016 General Social Survey on Canadians at Work and Home to provide an overview of Canadians’ habits when eating out and purchasing takeout food. Concepts presented include the frequency that Canadians eat out or purchase takeout food, the main reasons for doing so, which meals are eaten out most often, and whether nutrition information influences people’s purchasing decisions.More",2019-01-10
64. Eating out: Nutrition information on menus and menu boards,Stats in brief: 11-627-M2019004,https://www150.statcan.gc.ca/n1/pub/11-627-m/11-627-m2019004-eng.htm,"Description: Being able to make informed food choices benefits the health and well-being of Canadians. As a follow-up to ""Eating out – How often and why"", this infographic continues using data from...Description: Being able to make informed food choices benefits the health and well-being of Canadians. As a follow-up to ""Eating out – How often and why"", this infographic continues using data from the 2016 General Social Survey on Canadians at Work and Home. It looks more closely at the food habits of Canadians, including how often they report the availability of nutritional information on menus and menu boards, as well as the effect this information has on their purchasing decisions.More",2019-01-17
"65. Economic conditions in the traveller accommodation industry, 2001 Archived",Stats in brief: 63-016-X20020046520,https://www150.statcan.gc.ca/n1/pub/63-016-x/63-016-x2002004-eng.pdf,Description: This short article examines the traveller accommodation industry in Canada in 2001. Data examined include monthly price and occupancy rate changes. The relative importance of the...Description: This short article examines the traveller accommodation industry in Canada in 2001. Data examined include monthly price and occupancy rate changes. The relative importance of the economic slowdown and the impact of the terrorist attacks on the United States are also discussed.More,2003-05-27
66. Effect of Urbanization on the Adoption of Environmental Management Systems in Canadian Agriculture Archived,Articles and reports: 21-601-M2005073,https://www150.statcan.gc.ca/n1/pub/21-601-m/21-601-m2005073-eng.pdf,Description: The purpose of this study is to examine the extent to which farming practices have adjusted to the presence of urbanization in Canada. The adoption rates for the eight EMSs were...Description: The purpose of this study is to examine the extent to which farming practices have adjusted to the presence of urbanization in Canada. The adoption rates for the eight EMSs were obtained from the Farm Environmental Management Survey (FEMS) conducted in 2001 by Statistics Canada and sponsored in part by Agriculture and Agri-Food Canada (AAFC).More,2005-05-25
67. Employment and remuneration in the services industries since 1984 Archived,Articles and reports: 63-016-X19980034328,https://www150.statcan.gc.ca/n1/pub/63-016-x/63-016-x1998003-eng.pdf,"Description: To supplement the Services Indicators tables that regularly carry employment and remuneration data on six broad services industries for the most recent eight quarters, this section...Description: To supplement the Services Indicators tables that regularly carry employment and remuneration data on six broad services industries for the most recent eight quarters, this section offers an historical overview of these same indicators, compiled annually, dating back to 1984. Employment shifts in these six industries from 1984 to 1997 are described, followed by detailed tables that quantify some aspects of services sector employment.More",1999-01-15
68. Employment and Remuneration in the Services Industries Since 1984 Archived,Articles and reports: 63F0002X1999024,https://www150.statcan.gc.ca/n1/pub/63f0002x/63f0002x1999024-eng.pdf,"Description: In recent years, Canada's economy has continued to become more service-based. This shift is particularly evident when examining information by sector for Canada's workforce. This paper...Description: In recent years, Canada's economy has continued to become more service-based. This shift is particularly evident when examining information by sector for Canada's workforce. This paper offers a descriptive historical overview of changes in employment and remuneration in the services sector during the 1984-97 period. Changes in full-time employment, part-time employment, self-employment, and average wages and salaries are noted. As well, particular attention is devoted to shifts in these indicators for such service industries as: finance, insurance and real estate services; business services; food and beverage services; communication services; amusement and recreation services; and traveler accommodation services.More",1999-06-17
69. Employment of First Nations men and women living off reserve,Articles and reports: 89-653-X2019004,https://www150.statcan.gc.ca/n1/pub/89-653-x/89-653-x2019004-eng.htm,"Description: This paper uses the 2017 Aboriginal Peoples Survey to assess the employment characteristics of First Nations men and women, including occupation, industry and full-time/part-time...Description: This paper uses the 2017 Aboriginal Peoples Survey to assess the employment characteristics of First Nations men and women, including occupation, industry and full-time/part-time employment. A number of other outcomes, influenced by these characteristics, are further explored, such as job satisfaction, skills, health, presence of disability, and measures of economic well-being such as food security.More",2019-06-13
70. Employment Structure in Rural and Small Town Canada: The Primary Sector Archived,Articles and reports: 21-006-X2000007,https://www150.statcan.gc.ca/n1/pub/21-006-x/21-006-x2000007-eng.pdf,"Description: The rural employment picture is changing quickly in Canada. As in most western nations, primary industries in Canada are losing jobs. This provides a challenge to national, provincial...Description: The rural employment picture is changing quickly in Canada. As in most western nations, primary industries in Canada are losing jobs. This provides a challenge to national, provincial and local decision-makers to find new goods and services to export in order to help stabilise the employment levels in communities that are dependent upon primary sector employment. The purpose of this bulletin is to investigate the changing structure of primary sector employment in rural Canada in the 1980s and the 1990s. Specifically, we look at employment in the agricultural industry and employment in all other primary industries (i.e. fishing, logging and forestry, mining and oil and natural gas extraction, and hunting and trapping).More",2001-04-05
71. Enhancing Food Safety and Productivity: Technology Use in the Canadian Food Processing Industry Archived,Articles and reports: 11F0019M2002168,https://www150.statcan.gc.ca/n1/pub/11f0019m/11f0019m2002168-eng.pdf,"Description: This paper examines the factors contributing to the adoption of advanced technologies in the Canadian food-processing sector. The numbers of technologies used by a plant is found to be...Description: This paper examines the factors contributing to the adoption of advanced technologies in the Canadian food-processing sector. The numbers of technologies used by a plant is found to be highly correlated with expected gains in firm performance. The benefits of enhanced food safety and quality, as well as productivity improvements, are closely associated with technology use. Impediments that negatively affect technology use include software costs, problems with external financing, lack of cash flow for financing, and internal management problems. Even after accounting for the different benefits and costs associated with technology adoption, the numbers of advanced technologies that are adopted are found to be greater in larger plants, in foreign-controlled plants, in plants that engage in both primary and secondary processing, and in the dairy, fruit and vegetable and ""other"" food product industries.More",2002-05-28
72. Examining survey participation and response quality: The significance of topic salience and incentives Archived,Articles and reports: 12-001-X201000111252,https://www150.statcan.gc.ca/n1/pub/12-001-x/2010001/article/11252-eng.pdf,"Description: Nonresponse bias has been a long-standing issue in survey research (Brehm 1993; Dillman, Eltinge, Groves and Little 2002), with numerous studies seeking to identify factors that affect...Description: Nonresponse bias has been a long-standing issue in survey research (Brehm 1993; Dillman, Eltinge, Groves and Little 2002), with numerous studies seeking to identify factors that affect both item and unit response. To contribute to the broader goal of minimizing survey nonresponse, this study considers several factors that can impact survey nonresponse, using a 2007 Animal Welfare Survey Conducted in Ohio, USA. In particular, the paper examines the extent to which topic salience and incentives affect survey participation and item nonresponse, drawing on the leverage-saliency theory (Groves, Singer and Corning 2000). We find that participation in a survey is affected by its subject context (as this exerts either positive or negative leverage on sampled units) and prepaid incentives, which is consistent with the leverage-saliency theory. Our expectations are also confirmed by the finding that item nonresponse, our proxy for response quality, does vary by proximity to agriculture and the environment (residential location, knowledge about how food is grown, and views about the importance of animal welfare). However, the data suggests that item nonresponse does not vary according to whether or not a respondent received incentives.More",2010-06-29
73. Exports and Related Employment in Canadian Industries Archived,Articles and reports: 88F0006X1998002,https://www150.statcan.gc.ca/n1/pub/88f0006x/88f0006x1998002-eng.pdf,"Description: Statistics Canada is engaged in the ""Information System for Science and Technology Project"" to develop useful indicators of activity and a framework to tie them together into a...Description: Statistics Canada is engaged in the ""Information System for Science and Technology Project"" to develop useful indicators of activity and a framework to tie them together into a coherent picture of science and technology (S&T) in Canada. The working papers series is used to publish results of the different initiatives conducted within this project. The data are related to the activities, linkages and outcomes of S&T. Several key areas are covered such as: innovation, technology diffusion, human resources in S&T and interrelations between different actors involved in S&T. This series also presents data tabulations taken from regular surveys on research and development (R&D) and S&T and made possible by the project.More",1998-10-30
"74. Exports, GDP and jobs Archived",Articles and reports: 75-001-X19990044757,http://www.statcan.gc.ca/studies-etudes/75-001/archive/e-pdf/4757-eng.pdf,"Description: The recent increase in exports' share of GDP has been exceptional. Imports have mirrored the trend in exports, with trade across the U.S. border being the driving force for both. Using...Description: The recent increase in exports' share of GDP has been exceptional. Imports have mirrored the trend in exports, with trade across the U.S. border being the driving force for both. Using Statistics Canada's Input-Output tables, this article explores the issue of some goods moving back and forth across the border at various stages of processing. (Adapted from an article in Canadian Economic Observer published in November 1999).More",1999-12-01
75. Fact-sheet on retirement [2001] Archived,Stats in brief: 75-001-X200310913099,https://www150.statcan.gc.ca/n1/pub/75-001-x/75-001-x2003109-eng.htm,Description: The article provides the latest facts and figures on retirement.,2003-09-24
76. Factors Affecting Biotechnology Innovation in Canada: Analysis of the 2001 Biotechnology Use and Development Archived,Articles and reports: 21-601-M2006078,https://www150.statcan.gc.ca/n1/pub/21-601-m/21-601-m2006078-eng.pdf,Description: This study explores factors which determine innovative activity within the Canadian biotechnology industry.,2006-03-30
77. Failure Rates for New Canadian Firms: New Perspectives on Entry and Exit Archived,Journals and periodicals: 61-526-X,/n1/en/catalogue/61-526-X,"Description: This study investigates the determinants of failure for new Canadian firms. It explores the role that certain factors play in conditioning the likelihood of survival - factors related...Description: This study investigates the determinants of failure for new Canadian firms. It explores the role that certain factors play in conditioning the likelihood of survival - factors related to industry structure, firm demographics and macroeconomic cycles. It asks whether the determinants of failure are different for new start-ups than for firms that have reached adolescence, and if the magnitude of these differences is economically significant. It examines whether, after controlling for certain influences, failure rates differ across industries and provinces. Two themes figure prominently in this analysis. The first is the impact that certain industry characteristics - such as average firm size and concentration - have on the entry/exit process, either through their influence on failure costs or on the intensity of competition. The second centres on how the dimensions of failure evolve over time as new firms gain market experience.More",2000-02-16
78. Feeding the soil puts food on your plate Archived,Articles and reports: 96-325-X201400113006,https://www150.statcan.gc.ca/n1/pub/96-325-x/2014001/article/13006-eng.htm,"Description: As crops grow, they deplete the soil’s fertility by absorbing nutrients from the land. These nutrients, need to be replenished in order to ensure that there is something in the soil...Description: As crops grow, they deplete the soil’s fertility by absorbing nutrients from the land. These nutrients, need to be replenished in order to ensure that there is something in the soil for the next year’s crops. Canadian agriculture relies heavily on commercial fertilizers as well as manure to replenish soil’s nutrients. This article examines how farmers provide their crops with the nutrients they need to grow and how these farming practices have changed over time.More",2014-05-29
79. Financial Characteristics of Acquired Firms in the Canadian Food Industry Archived,Articles and reports: 21-601-M2002057,https://www150.statcan.gc.ca/n1/pub/21-601-m/21-601-m2002057-eng.pdf,Description: This study provides a financial profile of Canadian food industry corporations that were acquired during the period 1996 to 1998.,2002-10-16
80. Food in Canada Archived,Articles and reports: 16-201-X200900010878,https://www150.statcan.gc.ca/n1/pub/16-201-x/2009000/part-partie1-eng.htm,"Description: The feature article, Food in Canada, begins with a brief historical perspective on fishing and farming in Canada and moves on to explore the impact of the food system on the economy...Description: The feature article, Food in Canada, begins with a brief historical perspective on fishing and farming in Canada and moves on to explore the impact of the food system on the economy, environment and society. It illustrates how the contribution of the food system to gross domestic product and employment has shifted over the past forty years, and investigates the impact of primary food production on land, water, air and climate. The article concludes with a characterization of what is on the Canadian table, and the greenhouse gas emissions and energy-use associated with household food purchases.More",2009-06-09
81. Food insecurity Archived,Articles and reports: 82-003-X20040037841,https://www150.statcan.gc.ca/n1/pub/82-003-x/2004003/article/7841-eng.pdf,"Description: The present study examines food insecurity prevalence according to age, sex and province of residence for Canadians aged 12 and over. The characteristics of people most likely to live...Description: The present study examines food insecurity prevalence according to age, sex and province of residence for Canadians aged 12 and over. The characteristics of people most likely to live in a household where there is not enough money to eat, such as education level, income and family type are also presented.More",2005-05-03
82. Food insecurity among Inuit living in Inuit Nunangat,Articles and reports: 75-006-X201700114774,https://www150.statcan.gc.ca/n1/pub/75-006-x/2017001/article/14774-eng.htm,"Description: Using data from the 2012 Aboriginal Peoples Survey (APS), this study examines the prevalence of food insecurity among Inuit aged 25 and over living in Inuit Nunangat, and the factors...Description: Using data from the 2012 Aboriginal Peoples Survey (APS), this study examines the prevalence of food insecurity among Inuit aged 25 and over living in Inuit Nunangat, and the factors associated with food insecurity among Inuit adults. Food insecurity can refer to situations when the amount of food purchased does not last and there is not enough money to buy more food, balanced meals are unaffordable, or household members cut the size of their meals or skip meals because there is not enough money for sufficient food. This study also discusses some of the health outcomes of Inuit adults who live in a food insecure household.More",2017-02-01
83. Food insecurity in Canada,Articles and reports: 82-624-X201500114138,https://www150.statcan.gc.ca/n1/pub/82-624-x/2015001/article/14138-eng.htm,"Description: This article highlights rates of food insecurity in Canada from 2007 to 2012. It includes comparisons between adult and child food insecurity rates. Relationships between food...Description: This article highlights rates of food insecurity in Canada from 2007 to 2012. It includes comparisons between adult and child food insecurity rates. Relationships between food insecurity and the source of income, household type, and the number of children in the household are also examined.More",2015-03-25
84. Food insecurity in Canadian households Archived,Articles and reports: 82-003-X20000045796,https://www150.statcan.gc.ca/n1/pub/82-003-x/2000004/article/5796-eng.pdf,"Description: In 1998/99, on behalf of Human Resources Development Canada, Statistics Canada asked questions about food insecurity on the National Population Health Survey (NPHS) in order to select...Description: In 1998/99, on behalf of Human Resources Development Canada, Statistics Canada asked questions about food insecurity on the National Population Health Survey (NPHS) in order to select respondents to participate in a Food Insecurity Supplement. The result was data from a nationally representative sample. This article uses those data to examine the extent and possible determinants of food insecurity, several related health outcomes, and the use of food banks, soup kitchens or other charitable agencies by people who were food insecure.More",2001-08-15
"85. Food prices: A boon for producers, a buffer for consumers Archived",Articles and reports: 11-010-X200800610626,https://www150.statcan.gc.ca/n1/pub/11-010-x/00608/10626-eng.htm,"Description: Canada stands to profit from the surge in food prices. Producers already have seen food exports hit a record high early in 2008. While consumers pay more for bread and cereals, this...Description: Canada stands to profit from the surge in food prices. Producers already have seen food exports hit a record high early in 2008. While consumers pay more for bread and cereals, this has been offset by stable or lower prices for other foodstuffs.More",2008-06-12
86. Food services competition in the 1990's Archived,Articles and reports: 63-016-X19990044946,https://www150.statcan.gc.ca/n1/pub/63-016-x/63-016-x1999004-eng.pdf,"Description: This article will examine how food service providers and food stores have competed for Canadians' food dollars in the 1990s, and then look at how this intense competition has affected...Description: This article will examine how food service providers and food stores have competed for Canadians' food dollars in the 1990s, and then look at how this intense competition has affected both industries. Each industry has evolved with the objective of improving efficiency and gaining additional market share.More",2000-04-14
87. Food Services Competition in the 1990s Archived,Articles and reports: 63F0002X2000032,https://www150.statcan.gc.ca/n1/pub/63f0002x/63f0002x2000032-eng.pdf,"Description: This paper examines how food service providers and food stores competed for Canadians' food dollars in the 1990s, and how this intense competition affected both industries. The paper...Description: This paper examines how food service providers and food stores competed for Canadians' food dollars in the 1990s, and how this intense competition affected both industries. The paper outlines some reasons for changes in both the demand for, and supply of, each industry's outputs. It also profiles in detail some characteristics of the consumer market for food services.More",2000-12-06
88. Food services since September 2001: receipts are down Archived,Articles and reports: 63-016-X20020046522,https://www150.statcan.gc.ca/n1/pub/63-016-x/63-016-x2002004-eng.pdf,"Description: This short article examines the food and drinking services industry in Canada in 2001. Data examined include revenues from the Monthly Restaurant, Caterers and Taverns Survey (MRCTS)...Description: This short article examines the food and drinking services industry in Canada in 2001. Data examined include revenues from the Monthly Restaurant, Caterers and Taverns Survey (MRCTS), by industry and province. The relative importance of the economic slowdown and the impact of the terrorist attacks on the United States are also discussed.More",2003-05-27
89. Fork in the road: Canadian agriculture and food on the move Archived,Articles and reports: 96-325-X200700010646,https://www150.statcan.gc.ca/n1/pub/96-325-x/2007000/article/10646-eng.htm,"Description: Food is as much a necessity as the air we breathe and the water we drink. But do we know where our food comes from, and what it takes to get it into our kitchens? The question of where...Description: Food is as much a necessity as the air we breathe and the water we drink. But do we know where our food comes from, and what it takes to get it into our kitchens? The question of where our food is grown or processed is coming under increased scrutiny, not just in Canada but in other countries, including our trading partners. Concerns underlying this increased focus include discussions of energy consumption required for food transport, environmental concerns, product safety, food security and food costs. The article, Fork in the Road, takes a look at the trade in food and shows how Canadians can find out what foods are being produced in their local area.More",2008-07-25
90. From the Vine to the Glass: Canada's Grape and Wine Industry Archived,Articles and reports: 11-621-M2006049,https://www150.statcan.gc.ca/n1/pub/11-621-m/11-621-m2006049-eng.htm,Description: This study analyzes the evolution of the production and market of grapes and wine in Canada from 1993 to 2005. Exports of Canadian wine as well as provincial data on consumption of...Description: This study analyzes the evolution of the production and market of grapes and wine in Canada from 1993 to 2005. Exports of Canadian wine as well as provincial data on consumption of domestic and imported wines are highlighted.More,2006-10-16
91. Fruit and vegetable consumption Archived,Articles and reports: 82-003-X20010036103,https://www150.statcan.gc.ca/n1/pub/82-003-x/2001003/article/6103-eng.pdf,"Description: Low frequency of fruit and vegetable consumption is associated with other risky health behaviours or conditions, such as physical inactivity, smoking, obesity and alcohol-dependence....Description: Low frequency of fruit and vegetable consumption is associated with other risky health behaviours or conditions, such as physical inactivity, smoking, obesity and alcohol-dependence. Women reported eating fruit and vegetables more often than did men.More",2002-03-13
92. Fruit and vegetable consumption 2008 Archived,Stats in brief: 82-625-X201000111101,https://www150.statcan.gc.ca/n1/pub/82-625-x/2010001/article/11101-eng.htm,"Description: Fruit and vegetables are an important source of vitamins, minerals and fibre. A diet rich in fruit and vegetables may reduce the risk of heart disease and some types of cancer.",2010-04-12
"93. Fruit and vegetable consumption, 2009 Archived",Stats in brief: 82-625-X201000211259,https://www150.statcan.gc.ca/n1/pub/82-625-x/2010002/article/11259-eng.htm,"Description: This is a Health fact sheet about fruit and vegetable consumption amoung Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times...Description: This is a Health fact sheet about fruit and vegetable consumption amoung Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.More",2010-06-15
"94. Fruit and vegetable consumption, 2010 Archived",Stats in brief: 82-625-X201100111461,https://www150.statcan.gc.ca/n1/pub/82-625-x/2011001/article/11461-eng.htm,"Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times...Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.More",2011-06-21
"95. Fruit and vegetable consumption, 2011 Archived",Stats in brief: 82-625-X201200111661,https://www150.statcan.gc.ca/n1/pub/82-625-x/2012001/article/11661-eng.htm,"Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times...Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.More",2012-06-19
"96. Fruit and vegetable consumption, 2012 Archived",Stats in brief: 82-625-X201300111837,https://www150.statcan.gc.ca/n1/pub/82-625-x/2013001/article/11837-eng.htm,"Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times...Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.More",2013-06-17
"97. Fruit and vegetable consumption, 2013 Archived",Stats in brief: 82-625-X201400114018,https://www150.statcan.gc.ca/n1/pub/82-625-x/2014001/article/14018-eng.htm,"Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times...Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.More",2014-06-12
"98. Fruit and vegetable consumption, 2014 Archived",Stats in brief: 82-625-X201500114182,https://www150.statcan.gc.ca/n1/pub/82-625-x/2015001/article/14182-eng.htm,"Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The data are based on a Canadian Community Health Survey question that measured the...Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The data are based on a Canadian Community Health Survey question that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.More",2015-06-17
"99. Fruit and vegetable consumption, 2015 Archived",Stats in brief: 82-625-X201700114764,https://www150.statcan.gc.ca/n1/pub/82-625-x/2017001/article/14764-eng.htm,"Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The results shown are based on Canadian Community Health Survey questions that...Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The results shown are based on Canadian Community Health Survey questions that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.More",2017-03-22
"100. Fruit and vegetable consumption, 2016",Stats in brief: 82-625-X201700154860,https://www150.statcan.gc.ca/n1/pub/82-625-x/2017001/article/54860-eng.htm,"Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The results shown are based on Canadian Community Health Survey questions that...Description: This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The results shown are based on Canadian Community Health Survey questions that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.More",2017-09-27
"101. Fruit and vegetable consumption, 2017",Articles and reports: 82-625-X201900100004,https://www150.statcan.gc.ca/n1/pub/82-625-x/2019001/article/00004-eng.htm,"Description: This is a Health Fact Sheet about fruit and vegetable consumption among Canadians aged 12 and older. The results shown are based on Canadian Community Health Survey questions that...Description: This is a Health Fact Sheet about fruit and vegetable consumption among Canadians aged 12 and older. The results shown are based on Canadian Community Health Survey questions that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.More",2019-04-30
102. Functional foods and nutraceuticals industry in Canada Archived,Articles and reports: 88-003-X20060039538,https://www150.statcan.gc.ca/n1/pub/88-003-x/88-003-x2006003-eng.pdf,"Description: Results from the Functional Foods and Nutraceuticals Survey 2005 indicate that there were 389 firms in Canada engaged in activities related to either functional foods, nutraceuticals...Description: Results from the Functional Foods and Nutraceuticals Survey 2005 indicate that there were 389 firms in Canada engaged in activities related to either functional foods, nutraceuticals or both during 2004/05. This article provides highlights of a group of firms which generates $29 billion in revenues and employs over 50,000 persons.More",2006-12-06
103. Greenhouse gas emissions: a focus on Canadian households Archived,Articles and reports: 16-002-X200800410749,https://www150.statcan.gc.ca/n1/pub/16-002-x/2008004/article/10749-eng.htm,"Description: Households contribute to greenhouse gas (GHG) emissions in Canada both directly and indirectly. Direct emissions occur through the use of motor fuel and residential fuel, while...Description: Households contribute to greenhouse gas (GHG) emissions in Canada both directly and indirectly. Direct emissions occur through the use of motor fuel and residential fuel, while indirect emissions result from the production of goods and services purchased by households. This article examines households' direct and indirect GHG emissions from 1990 to 2004.More",2008-12-09
104. Gross output in aquaculture exceeds half a billion dollars annually Archived,Articles and reports: 21-004-X19990094725,https://www150.statcan.gc.ca/n1/pub/21-004-x/21-004-x1999009-eng.pdf,"Description: The development of aquaculture parallels the transition that occured in agriculture several thousand years ago. Agriculture appeared when hunters and gatherers began to raise livestock...Description: The development of aquaculture parallels the transition that occured in agriculture several thousand years ago. Agriculture appeared when hunters and gatherers began to raise livestock and plant crops to produce food. The parallel transition with aquatic species is becoming an important activity in the Canadian economy. As a result of new initiatives, Statistics Canada is now able to provide economic data for the developing industry of aquaculture.More",1999-10-06
105. Harvesting and Community Well-being Among Inuit in the Canadian Arctic: Preliminary Findings from the 2001 Aboriginal Peoples Survey - Survey of Living Conditions in the Arctic Archived,Journals and periodicals: 89-619-X,/n1/en/catalogue/89-619-X,Description: This report presents information on harvesting and community wellness among Inuit across the Canadian Arctic. Data come from the Arctic supplement of the 2001 Aboriginal Peoples Survey...Description: This report presents information on harvesting and community wellness among Inuit across the Canadian Arctic. Data come from the Arctic supplement of the 2001 Aboriginal Peoples Survey (APS).More,2006-03-06
106. Harvesting and Country Food: Fact Sheet Archived,Stats in brief: 89-627-X2007001,https://www150.statcan.gc.ca/n1/pub/89-627-x/89-627-x2007001-eng.htm,Description: This fact sheet focuses on harvesting activities and the importance of country food among Inuit in the north of Canada. Data for each of the four Inuit Land Claim Settlement regions...Description: This fact sheet focuses on harvesting activities and the importance of country food among Inuit in the north of Canada. Data for each of the four Inuit Land Claim Settlement regions are provided. The fact sheet is one in a series based on data from the 2001 Aboriginal Peoples Survey. This fact sheet is associated with an article that was previously released entitled: Harvesting and Community Well-being Among Inuit in the Canadian Arctic: Preliminary Findings from the 2001 Aboriginal Peoples Survey - Survey of Living Conditions in the Arctic. This article is available at : http://www.statcan.gc.ca/bsolc/english/bsolc?catno=89-619-XMore,2007-09-28
107. Health Indicators,Journals and periodicals: 82-221-X,/n1/en/catalogue/82-221-X,"Description: Over 80 indicators measure the health of the Canadian population and the effectiveness of the health care system. Designed to provide comparable information at the health region and...Description: Over 80 indicators measure the health of the Canadian population and the effectiveness of the health care system. Designed to provide comparable information at the health region and provincial/territorial levels, these data are produced from a wide range of the most recently available sources.This Internet publication is produced by Statistics Canada and the Canadian Institute for Health Information.More",2019-05-30
"108. Healthy behaviours, 2015 Archived",Stats in brief: 82-625-X201700114778,https://www150.statcan.gc.ca/n1/pub/82-625-x/2017001/article/14778-eng.htm,Description: This is a health fact sheet about different positive health behaviours among Canadians aged 12 and older. These behaviours are combined into a single score. The results shown are based...Description: This is a health fact sheet about different positive health behaviours among Canadians aged 12 and older. These behaviours are combined into a single score. The results shown are based on data from the Canadian Community Health Survey.More,2017-03-22
109. Heterogeneity in labour productivity growth in manufacturing: Differences between domestic- and foreign-controlled establishments Archived,Articles and reports: 15-204-X19990005495,https://www150.statcan.gc.ca/n1/pub/15-204-x/15-204-x1999000-eng.pdf,Description: This chapter examines productivity growth in manufacturing by size of establishment and by whether it is Canadian- or foreign-owned.,2001-02-14
