Type,Subject,Keywords,Release date,description,title,link
Data,Prices and price indexes,Industrial product price indexes,2019-01-14,"This table contains 345 series, with data beginning in 2015 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada), North American Product Classification System (NAPCS) (23 items: Total, Industrial product price index (IPPI); Total Industrial product price index (IPPI), excluding energy and petroleum products; Meat, fish, and dairy products; Fruit, vegetables, feed and other food products; ...), Release (15 items: April 29, 2016; March 29, 2016; February 29, 2016; January 29, 2016; ...).","Historical (real-time) releases of the industrial product price index, by major product group, monthly",/t1/tbl1/en/tv.action?pid=1810024801
Data,Retail and wholesale,Retail sales by type of store,2018-12-21,"Retail trade, sales, Canada, provinces, territories and specific  Census Metropolitan Areas based on the North American Industry Classification System (NAICS), monthly.",Retail trade sales by province and territory,/t1/tbl1/en/tv.action?pid=2010000801
Data,Retail and wholesale,Retail sales by type of store,2004-05-25,"This table contains 144 series, with data for years 1981 - 2004 (not all combinations necessarily have data for all years), and was last released on 2004-05-25.  This table contains data described by the following dimensions (Not all combinations are available): Geography (20 items: Canada;Prince Edward Island;Nova Scotia;Newfoundland and Labrador ...), Trade group (23 items: Total retail; all stores;Supermarkets and grocery stores;Drugs and patent medicine stores;All other food stores ...), Adjustments (4 items: Unadjusted;Seasonally adjusted;Coefficient of variation;Weighted response rate ...).","Retail trade, Canada by trade group, provinces, territories and selected census metropolitan areas, inactive",/t1/tbl1/en/tv.action?pid=2010002601
Data,Retail and wholesale,Retail sales by type of store,2004-05-25,"This table contains 420 series, with data for years 1989 - 2004 (not all combinations necessarily have data for all years), and was last released on 2004-05-25.  This table contains data described by the following dimensions (Not all combinations are available): Geography (20 items: Canada;Newfoundland and Labrador;Nova Scotia;Prince Edward Island ...), Trade group (21 items: Total retail; all stores;Supermarkets and grocery stores;All other food stores;Drugs and patent medicine stores ...).","Retail trade, Canada by trade group, provinces, territories and selected census metropolitan areas, unadjusted for seasonality, inactive",/t1/tbl1/en/tv.action?pid=2010002701
Data,Retail and wholesale,Retail sales by type of store,2004-05-25,"This table contains 7 series, with data for years 1991 - 2004 (not all combinations necessarily have data for all years), and was last released on 2004-05-25.  This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Retail trade sectors (7 items: Total retail; all stores;Automotive;General merchandise stores;Food ...).","Retail trade, trends of seasonally adjusted sales, Canada by retail trade sector, inactive",/t1/tbl1/en/tv.action?pid=2010003001
Data,Retail and wholesale,Wholesale sales and inventories,2010-04-29,"This table contains 1451 series, with data for years 1971 - 1989 (not all combinations necessarily have data for all years), and was last released on 2010-04-29.  This table contains data described by the following dimensions (Not all combinations are available): Geography (18 items: Canada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia ...), Type of retail store (34 items: Total retail; all stores;Combination stores;Grocery confectionery and sundries stores;All other food stores ...), Retail trade components (3 items: Chain;Independent;All stores ...), Adjustments (4 items: Unadjusted;Direct seasonally adjusted;Indirect seasonally adjusted;Seasonally adjusted ...).","Retail trade, by kind of business, Canada, provinces, territories and selected census metropolitan areas, inactive",/t1/tbl1/en/tv.action?pid=2010003101
Data,Retail and wholesale,Retail sales by type of product,2007-01-22,"This table contains 149 series, with data for years 1998 - 2003 (not all combinations necessarily have data for all years), and was last released on 2007-01-22.  This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Retail commodity classification (149 items: Total commodities;Food and beverages;Fresh meat and poultry (including cooked; cured and smoked meats);Food (excluding pet food and meals and lunches) ...).","Retail commodity survey, inactive",/t1/tbl1/en/tv.action?pid=2010003401
Data,Retail and wholesale,Retail sales by type of product,2010-07-16,"This table contains 148 series, with data for years 1998 - 2009 (not all combinations necessarily have data for all years), and was last released on 2010-07-16.  This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Retail commodity classification (148 items: Total commodities;Food and beverages;Food (exclude pet food; meals and lunches);Fresh meat and poultry ...).","Retail commodity survey based on the North American Industry Classification System (NAICS), inactive",/t1/tbl1/en/tv.action?pid=2010004001
Data,Retail and wholesale,Retail sales by type of product,2010-07-16,"This table contains 99 series, with data for years 1998 - 2009 (not all combinations necessarily have data for all years), and was last released on 2010-07-16.  This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Retail commodity classification (11 items: Total commodities;Food and beverages;Health and personal care products;Clothing; footwear and accessories ...), Retail trade sector (9 items: Total retail trade; all stores;Building and outdoor home supplies stores;Automotive;Furniture; home furnishings and electronics stores ...).","Retail commodity sales, by retail trade sector based on the North American Industry Classification System (NAICS), inactive",/t1/tbl1/en/tv.action?pid=2010004101
Data,Retail and wholesale,Wholesale sales and inventories,2004-05-26,"This table contains 52 series, with data for years 1981 - 2004 (not all combinations necessarily have data for all years), and was last released on 2004-05-26.  This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Estimates (3 items: Inventories;Coefficient of variation;Weighted response rate ...), Trade group (14 items: Total all trades;Food; beverage; drug and tobacco products ...), Seasonal adjustment (2 items: Unadjusted;Seasonally adjusted ...).","Wholesale trade, inventories by trade group, inactive",/t1/tbl1/en/tv.action?pid=2010004301
Data,Retail and wholesale,Wholesale sales and inventories,2004-05-25,"This table contains 108 series, with data for years 1981 - 2004 (not all combinations necessarily have data for all years), and was last released on 2004-05-25.  This table contains data described by the following dimensions (Not all combinations are available): Geography (16 items: Canada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia ...), Estimates (3 items: Sales;Coefficient of variation;Weighted response rate ...), Trade group (14 items: Total all trades;Beverage; drug and tobacco products;Food products;Food; beverage; drug and tobacco products ...), Seasonal adjustment (2 items: Unadjusted;Seasonally adjusted ...).","Wholesale trade, sales by trade group, inactive",/t1/tbl1/en/tv.action?pid=2010004401
Data,Retail and wholesale,Wholesale sales and inventories,2000-02-18,"This table contains 35 series, with data for years 1982 - 1989 (not all combinations necessarily have data for all years), and was last released on 2000-02-18.  This table contains data described by the following dimensions (Not all combinations are available): Geography (6 items: Canada;Atlantic provinces;Ontario;Quebec ...), Trade group (10 items: Total; all trades;Apparel; dry goods; furniture and general merchandise;Tobacco; drugs and toilet preparations;Food ...), Wholesale trade components (3 items: Sales;Inventories;Stocks and sales ...).","Year-to-year percentage changes in estimated levels of sales and inventories of wholesale merchants, inactive",/t1/tbl1/en/tv.action?pid=2010004501
Data,Retail and wholesale,Wholesale sales and inventories,2000-02-18,"This table contains 15 series, with data for years 1983 - 1989 (not all combinations necessarily have data for all years), and was last released on 2000-02-18.  This table contains data described by the following dimensions (Not all combinations are available): Geography (6 items: Canada;Quebec;Ontario;Atlantic provinces ...), Trade group (10 items: Total; all trades;Food;Tobacco; drugs and toilet preparations;Apparel; dry goods; furniture and general merchandise ...).","Month-to-month percentage changes in estimated levels of sales of wholesale merchants, seasonally adjusted, inactive",/t1/tbl1/en/tv.action?pid=2010004601
Data,Retail and wholesale,Retail sales by type of store,2012-03-28,"This table contains 2772 series, with data for years 1999 - 2009 (not all combinations necessarily have data for all years), and was last released on 2012-03-28. This table contains data described by the following dimensions (Not all combinations are available): - Geography (14 items: Canada; Newfoundland and Labrador; Prince Edward Island; Nova Scotia ...), Trade group (18 items: Total; all trade groups; Food products; Petroleum products; Farm products ...), Financial estimates (11 items: Commission revenue; Total operating revenue; Total revenue; Purchases of goods for resale ...).","Annual wholesale trade survey, financial estimates by trade group based on the North American Industry Classification System (NAICS), inactive",/t1/tbl1/en/tv.action?pid=2010004701
Data,Retail and wholesale,Wholesale sales and inventories,2010-04-21,"This table contains 118 series, with data for years 1993 - 2010 (not all combinations necessarily have data for all years), and was last released on 2010-04-21. This table contains data described by the following dimensions (Not all combinations are available): Geography (15 items: Canada; Prince Edward Island; Newfoundland and Labrador; Nova Scotia ...), Trade group (16 items: Alcohol and tobacco; Total; all trade groups; Farm products; Food products ...), Adjustments (4 items: Unadjusted; Seasonally adjusted; Weighted response rate ...).","Wholesale trade, sales by trade group based on the North American Industry Classification System (NAICS), inactive",/t1/tbl1/en/tv.action?pid=2010004901
Data,Retail and wholesale,Wholesale sales and inventories,2010-04-21,"This table contains 64 series, with data for years 1993 - 2010 (not all combinations necessarily have data for all years), and was last released on 2010-04-21. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Trade group (16 items: Total; all trade groups; Alcohol and tobacco; Farm products; Food products ...), Adjustments (4 items: Unadjusted; Weighted response rate; Seasonally adjusted ...).","Wholesale trade, inventories by trade group based on the North American Industry Classification System (NAICS), inactive",/t1/tbl1/en/tv.action?pid=2010005001
Data,Retail and wholesale,Wholesale sales and inventories,2010-04-21,"This table contains 8 series, with data for years 1993 - 2010 (not all combinations necessarily have data for all years), and was last released on 2010-04-21. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Wholesale trade sector (8 items: Total wholesale trade; Farm products; Personal and household goods; Food; beverage and tobacco products ...), Adjustments (1 items: Seasonally adjusted ...).","Wholesale trade and sales, seasonally adjusted, by trade sector based on the North American Industry Classification System (NAICS), inactive",/t1/tbl1/en/tv.action?pid=2010005201
Data,Business and consumer services and culture,Retail sales by type of store; Retail sales by type of product,2000-02-19,"This table contains 151 series, with data for years 1966 - 1997 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada), Method of sale (6 items: Total direct sales; Sales from premises; Door-to-door sales; Sales by mail; ...), Commodity group (31 items: Total, all commodities; Meat, fish and poultry; Frozen food plans; Dairy products; ...).","Direct selling, by method of sale and commodity, inactive",/t1/tbl1/en/tv.action?pid=2010006201
Data,Retail and wholesale,Retail sales by type of store,2017-04-20,"This table contains 151 series, with data for years 1966 - 1997 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada), Method of sale (6 items: Total direct sales; Sales from premises; Door-to-door sales; Sales by mail; ...), Commodity group (31 items: Total, all commodities; Meat, fish and poultry; Frozen food plans; Dairy products; ...).","Merchandising inventories, retail chain store stocks, by selected kinds of business, inactive",/t1/tbl1/en/tv.action?pid=2010006301
Data,Retail and wholesale,Retail sales by type of store,2018-03-21,"Retail store sales by method and type of store based on the North American Industry Classification System (NAICS), annual. ","Annual retail trade survey, sales by method and type of store",/t1/tbl1/en/tv.action?pid=2010006401
Data,Retail and wholesale,Retail sales by type of store,2018-03-21,"Retail trade, total sales and e-commerce  sales based on the North American Industry Classification System (NAICS), annual. ","Retail trade, total sales and e-commerce sales",/t1/tbl1/en/tv.action?pid=2010006501
Data,Retail and wholesale,Retail sales by type of store,2018-03-21,"Estimates of financial variables for store retailers, by type of store, based on the North American Industry Classification System (NAICS), annual. ","Annual retail trade survey, financial estimates by type of store",/t1/tbl1/en/tv.action?pid=2010006601
Data,Retail and wholesale,Retail sales by type of product,2018-03-21,"Estimates of financial variables for non-store retailers, sales by commodities, annual. ","Annual non-store retail survey, commodity sales",/t1/tbl1/en/tv.action?pid=2010006901
Data,Retail and wholesale,Retail sales by type of store,2018-12-21,"This table contains 3 series, with data for years 2016 - 2017 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Sales (3 items: Retail trade; Electronic shopping and mail-order houses; Retail E-commerce sales). ","Retail E-commerce sales, unadjusted",/t1/tbl1/en/tv.action?pid=2010007201
Data,Retail and wholesale,Retail sales by type of store,2018-10-19,"Retail sales, price, and volume, by North American Industry Classification System. Data is seasonally adjusted and available on a monthly basis in dollars x 1,000,000. ","Retail sales, price, and volume, seasonally adjusted",/t1/tbl1/en/tv.action?pid=2010007801
Data,Business and consumer services and culture,Accommodation and food services; Travel agencies and tour operators,2017-03-03,"The summary statistics by North American Industry Classification System (NAICS), which include: operating revenue (dollars x 1,000,000), operating expenses (dollars x 1,000,000), salaries wages and benefits (dollars x 1,000,000), and operating profit margin (by percent), of all NAICS under accommodation services (721), annual, for five years of data.","Traveller accommodation, summary statistics, by North American Industry Classification System (NAICS), inactive",/t1/tbl1/en/tv.action?pid=2110000101
Data,Business and consumer services and culture,Accommodation and food services; Travel agencies and tour operators,2015-09-28,"This table contains 21 series, with data for years 2007 - 2012 (not all combinations necessarily have data for all years), and was last released on 2015-09-28.  This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada), North American Industry Classification System (NAICS) (1 item: Accommodation services), Industry expenditures (21 items: Total operating expenses; Salaries, wages and benefits; Commissions paid to non-employees; Professional and business services fees; ...).","Traveller accommodation, operating expenses, inactive",/t1/tbl1/en/tv.action?pid=2110000201
Data,Business and consumer services and culture,Accommodation and food services,2017-02-03,"The summary statistics by North American Industry Classification System (NAICS) which include: operating revenue (dollars x 1,000,000), operating expenses (dollars x 1,000,000), salaries wages and benefits (dollars x 1,000,000), and operating profit margin (by percent), of food services and drinking places (NAICS 722), annual, for five years of data.","Food services and drinking places, summary statistics, inactive",/t1/tbl1/en/tv.action?pid=2110001801
Data,Business and consumer services and culture,Accommodation and food services,2018-12-17,"Seasonally adjusted receipts of monthly survey of food services and drinking places, by North American Industry Classification System (NAICS), monthly, for five months of data.",Monthly survey of food services and drinking places,/t1/tbl1/en/tv.action?pid=2110001901
Data,Business and consumer services and culture,Accommodation and food services,2017-02-06,"The operating expenses by North American Industry Classification System (NAICS) which include all members under industry expenditures, for food services and drinking places (NAICS 722), annual (percent), for five years of data.","Food services and drinking places, operating expenses, inactive",/t1/tbl1/en/tv.action?pid=2110002001
Data,Business and consumer services and culture,Accommodation and food services; Travel agencies and tour operators,2008-09-17,"This table contains 104 series, with data for years 1987 - 1997 (not all combinations necessarily have data for all years), and was last released on 2008-09-17. This table contains data described by the following dimensions (Not all combinations are available): Geography (13 items: Canada; Nova Scotia; Prince Edward Island; Newfoundland and Labrador ...), Type of accommodation industries (4 items: Total - Accommodation services; Motels; Other accommodation industries; Hotels and motor hotels ...), Industry estimates (2 items: Number of firms; Total revenue ...).","Traveller accommodation industries, inactive",/t1/tbl1/en/tv.action?pid=2110008501
Data,Business and consumer services and culture,Accommodation and food services; Travel agencies and tour operators,2010-08-09,"This table contains 15 series, with data for years 2005 - 2010 (not all combinations necessarily have data for all years), and was last released on 2010-08-09. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...), Business impediments (15 items: General economic conditions; Lack of attractions or complementary facilities in the vicinity; Excess room supply; Shortage of skilled labour ...).","Business conditions survey, traveller accommodation industries, business impediments, based on the North American Industry Classification System (NAICS), inactive",/t1/tbl1/en/tv.action?pid=2110008801
Data,Business and consumer services and culture,Accommodation and food services,2008-09-19,"This table contains 206 series, with data for years 1990 - 2007 (not all combinations necessarily have data for all years), and was last released on 2008-09-19. This table contains data described by the following dimensions (Not all combinations are available): Geography (15 items: Canada; Prince Edward Island; Nova Scotia; Newfoundland and Labrador ...), Service type (8 items: Total; Limited service restaurants; Food service contractors; Full service restaurants ...), Service detail (2 items: Receipts; Locations ...).","Restaurant, caterer and tavern statistics [January 1990 - December 2007], inactive",/t1/tbl1/en/tv.action?pid=2110010501
Data,Business and consumer services and culture,Accommodation and food services,2008-09-19,"This table contains 375 series, with data for years 1998 - 2001 (not all combinations necessarily have data for all years), and was last released on 2008-09-19. This table contains data described by the following dimensions (Not all combinations are available): Geography (15 items: Canada; Newfoundland and Labrador; Prince Edward Island; Nova Scotia ...), North American Industry Classification System (NAICS) (5 items: Food services and drinking places; Special food services; Full-service restaurants; Limited-service eating places ...), Summary statistics (5 items: Operating revenue; Operating profit margin; Salaries; wages and benefits; Operating expenses ...).","Summary statistics for food services and drinking places (all establishments), by North American Industry Classification System (NAICS), inactive",/t1/tbl1/en/tv.action?pid=2110010701
Data,Business and consumer services and culture,Accommodation and food services,2008-09-19,"This table contains 78 series, with data for years 1981 - 1997 (not all combinations necessarily have data for all years), and was last released on 2008-09-19. This table contains data described by the following dimensions (Not all combinations are available): Unit of measure (1 items: Dollars ...), Geography (13 items: Canada; Prince Edward Island; Newfoundland and Labrador; Nova Scotia ...), Kind of business (6 items: Total receipts; Take-outs; Unlicensed restaurants; Licensed restaurants ...).","Restaurant, caterer and tavern statistics [January 1981 - December 1997], inactive",/t1/tbl1/en/tv.action?pid=2110013101
Data,Business and consumer services and culture,Accommodation and food services,2018-02-19,"The distribution of total sales,  by North American Industry Classification System (NAICS) 722 food services and drinking places, which include all members under distribution of sales, annual, (percent), for five years of data.","Food services and drinking places, distribution of total sales",/t1/tbl1/en/tv.action?pid=2110021301
Data,Agriculture,Dairy products,2018-12-20,"Stocks of specified dairy products, Canada and provinces (in tonnes). Data are available on a monthly basis.",Stocks of specified dairy products,/t1/tbl1/en/tv.action?pid=3210000101
Data,Agriculture,Grains and field crops,2018-03-06,"Estimated areas, yield and production of principal field crops by Small Area Data Regions.","Estimated areas, yield and production of principal field crops by Small Area Data Regions, in metric and imperial units",/t1/tbl1/en/tv.action?pid=3210000201
Data,Agriculture,Grains and field crops,2018-10-04,Farm and commercial stocks of grain and oilseeds.,"Stocks of grain and oilseeds at March 31, July 31 and December 31",/t1/tbl1/en/tv.action?pid=3210000701
Data,Agriculture,Grains and field crops,2018-12-17,"Total exports of grains to their final destination such as Eastern or Western Europe, the Middle East, Africa, South America, etc.","Exports of grains, by final destination",/t1/tbl1/en/tv.action?pid=3210000801
Data,Agriculture,Grains and field crops,2018-09-06,"Data on supplies, production, total imports and exports, stocks and domestic disappearance of grains in Canada.",Supply and disposition of grains in Canada,/t1/tbl1/en/tv.action?pid=3210001301
Data,Agriculture,Grains and field crops,2018-10-04,"Data on supplies, production, total imports and exports, stocks and domestic disappearance of corn in Canada and selected provinces.",Supply and disposition of corn ,/t1/tbl1/en/tv.action?pid=3210001401
Data,Agriculture,Grains and field crops,2018-10-04,"Data on supplies, production, stocks, deliveries, animal feed and waste for crops.",Farm supply and disposition of grains,/t1/tbl1/en/tv.action?pid=3210001501
Data,Agriculture,Grains and field crops,2018-12-19,"Production of wheat milled, wheat flour including whole wheat and graham flour, soft wheat flour and durum wheat flour and millfeeds for Canada.",Milled wheat and wheat flour produced,/t1/tbl1/en/tv.action?pid=3210001601
Data,Agriculture,Vegetables,2018-12-13,"Data in acres on seeded and harvested areas, production, amount utilized, average price and value of sales of potatoes in Canadian dollars.","Area, production and farm value of potatoes, by harvest season, United States",/t1/tbl1/en/tv.action?pid=3210001701
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Data on the total greenhouse operations, area and total months of operation.",Estimates of greenhouse total area and months of operation,/t1/tbl1/en/tv.action?pid=3210001801
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Data on the operations and area of specialized greenhouse fruits, vegetables, flowers and plants.","Estimates of specialized greenhouse operations, greenhouse area, and months of operation",/t1/tbl1/en/tv.action?pid=3210001901
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Production of a wide variety of indoor and outdoor potted plants, cut flowers, the different cuttings as well as the greenhouse production of tree seedlings.","Production of potted plants, cut flowers, cuttings, by variety and tree seedlings",/t1/tbl1/en/tv.action?pid=3210002101
Data,Agriculture,Crops and horticulture,2018-04-25,"Total sales of flowers, plants, fruit and vegetables to retail florists, wholesalers, market chain stores, public agencies, etc.",Channels of distribution for horticulture product sales and resales,/t1/tbl1/en/tv.action?pid=3210002201
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Total greenhouse sales of fruit, vegetables, flowers and plants.",Total value of greenhouse products,/t1/tbl1/en/tv.action?pid=3210002301
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Total operating expenses of plant material purchases for growing on and for resale, gross yearly payroll including seasonal permanent labour, electricity and other crop and operating expenses for specialized greenhouse vegetables, flowers and plants.",Specialized greenhouse producers' operating expenses,/t1/tbl1/en/tv.action?pid=3210002501
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Data on total employees, seasonal and permanent that work in different sectors such as greenhouse, sod and nursery in Canada and the provinces.","Total greenhouse, sod and nursery employees",/t1/tbl1/en/tv.action?pid=3210002601
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Total number of employees, seasonal and permanent who work for specialized greenhouse producers in Canada and the provinces.",Total number of employees of specialized greenhouse operations,/t1/tbl1/en/tv.action?pid=3210002801
Data,Agriculture,"Greenhouses and nurseries; Farm area, land tenure and land use",2018-04-25,"Number, acres and hectares of total nurseries and nursery area (field area, container area) in Canada and the provinces.",Estimates of nursery area,/t1/tbl1/en/tv.action?pid=3210002901
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Data on the production of coniferous, fruit and ornamental trees, vines, perennials and annuals and other plants that are either field grown or container grown.",Nursery tree and plant production,/t1/tbl1/en/tv.action?pid=3210003101
Data,Agriculture,Greenhouses and nurseries,2018-04-25,Data on total sales and resales of nursery stock for Canada and the provinces.,Nursery stock sales and resales,/t1/tbl1/en/tv.action?pid=3210003201
Data,Agriculture,Greenhouses and nurseries,2018-04-25,"Total sales including direct sales to the public, fruit growers, landscape contractors, market chain stores, government and public agencies, etc. ",Channels of distribution for nursery product sales and resales,/t1/tbl1/en/tv.action?pid=3210003301
Data,Agriculture,Vegetables,2018-12-13,"Data on seeded and harvested areas, production, average price and total value of sales of potatoes in Canadian dollars.","Area, production and farm value of potatoes, Mexico",/t1/tbl1/en/tv.action?pid=3210004001
Data,Agriculture,Agriculture; Food and nutrition,2018-05-30,"Supply and disposition of food in Canada by commodity. Data available on an annual basis, in tonnes.",Supply and disposition of food in Canada,/t1/tbl1/en/tv.action?pid=3210005301
Data,Agriculture,Agriculture; Food and nutrition,2018-05-30,Food available in Canada annually (in kilos per person per year). Data available on an annual basis.,Food available in Canada,/t1/tbl1/en/tv.action?pid=3210005401
Data,Agriculture,Aquaculture,2018-11-22,"Aquaculture, production and value, Canada and provinces (in dollars and tonnes). Data are available on an annual basis.","Aquaculture, production and value",/t1/tbl1/en/tv.action?pid=3210010701
Data,Agriculture,Aquaculture,2018-11-22,"Aquaculture economic statistics, value added account, Canada and provinces (dollars x 1,000). Data are available on an annual basis.","Aquaculture economic statistics, value added account",/t1/tbl1/en/tv.action?pid=3210010801
Data,Agriculture,Dairy products,2018-12-20,Supply and disposition of milk products in Canada (in tonnes). Data are available on a monthly basis.,Supply and disposition of milk products in Canada,/t1/tbl1/en/tv.action?pid=3210010901
Data,Agriculture,Dairy products,2018-12-20,"Cash receipts from milk and cream sold off farms, Canada and provinces (in dollars). Data are available on a monthly basis.",Cash receipts from milk and cream sold off farms,/t1/tbl1/en/tv.action?pid=3210011001
Data,Agriculture,Dairy products,2018-12-20,"Production of selected butter products, Canada and provinces (in tonnes). Data are available on a monthly basis.",Production of selected butter products,/t1/tbl1/en/tv.action?pid=3210011101
Data,Agriculture,Dairy products,2018-12-20,"Production of selected products, by dairy manufacturers, Canada and provinces (tonnes unless otherwise noted). Data are available on a monthly basis.",Production of selected dairy products,/t1/tbl1/en/tv.action?pid=3210011201
Data,Agriculture,Dairy products,2018-12-20,"Milk production and utilization, Canada and provinces (in kilolitres). Data are available on a monthly basis.",Milk production and utilization,/t1/tbl1/en/tv.action?pid=3210011301
Data,Agriculture,Dairy products,2018-12-20,"Commercial sales of milk and cream, Canada and provinces (in kilolitres). Data are available on a monthly basis.",Commercial sales of milk and cream,/t1/tbl1/en/tv.action?pid=3210011401
Data,Agriculture,Poultry and eggs,2018-05-28,"Production, disposition and farm value of poultry meat, Canada and provinces (data in thousands). Data are available on an annual basis.","Production, disposition and farm value of poultry meat",/t1/tbl1/en/tv.action?pid=3210011701
Data,Agriculture,Poultry and eggs,2018-05-28,"Fowl and chicken meat production, weight and farm value, Canada and provinces (birds unless otherwise noted x 1,000). Data are available on an annual basis.","Fowl and chicken meat production, weight and farm value",/t1/tbl1/en/tv.action?pid=3210011801
Data,Agriculture,Poultry and eggs,2018-05-28,"Production and disposition of eggs, Canada and provinces (layers unless otherwise noted). Data are available on an annual basis.","Production and disposition of eggs, annual",/t1/tbl1/en/tv.action?pid=3210011901
Data,Agriculture,Poultry and eggs,2018-12-21,"Production and disposition of eggs, Canada and provinces (layers unless otherwise noted). Data are available on a monthly basis.","Production and disposition of eggs, monthly",/t1/tbl1/en/tv.action?pid=3210012101
Data,Agriculture,Poultry and eggs; Meat products,2018-12-21,"Stocks of frozen poultry meat, Canada and provinces (tonnes). Data are available on a monthly basis.",Stocks of frozen poultry meat,/t1/tbl1/en/tv.action?pid=3210012201
Data,Agriculture,Poultry and eggs,2018-12-21,"Stocks of frozen eggs and edible dried eggs, Canada (in tonnes). Data are available on a monthly basis.",Stocks of frozen eggs and edible dried eggs,/t1/tbl1/en/tv.action?pid=3210012301
Data,Agriculture,"Cattle, pigs and sheep",2018-08-23,"Cattle and calves, farm and meat production, Canada (head unless otherwise noted). Data are available on an annual basis","Cattle and calves, farm and meat production",/t1/tbl1/en/tv.action?10-30pid=3210012501
Data,Agriculture,"Cattle, pigs and sheep",2018-08-23,"Hogs, sheep and lambs, farm and meat production, Canada (head unless otherwise noted). Data are available on an annual basis.","Hogs, sheep and lambs, farm and meat production",/t1/tbl1/en/tv.action?pid=3210012601
Data,Agriculture,Dairy products,2018-12-20,"Production of butterfat (kilograms x 1,000), Canada and provinces. Data are available on a monthly basis.",Production of butterfat,/t1/tbl1/en/tv.action?pid=3210013201
Data,Agriculture,Poultry and eggs,2018-12-21,Report of processed eggs production in Canada (in kilograms). Data are available on a weekly basis.,Report of processed eggs production,/t1/tbl1/en/tv.action?pid=3210013301
Data,Agriculture,Meat products,2018-11-15,"Stocks of frozen and chilled meats, domestic and imported, in cold storage, Canada and provinces (in tonnes). Data are available on a quarterly basis.","Stocks of frozen and chilled meats, domestic and imported, in cold storage, quarterly",/t1/tbl1/en/tv.action?pid=3210013701
Data,Agriculture,Meat products,2018-11-15,"Stocks of frozen and chilled imported meats, Canada (in tonnes). Data are available on a quarterly basis.","Stocks of frozen and chilled imported meats, quarterly",/t1/tbl1/en/tv.action?pid=3210013801
Data,Agriculture,"Cattle, pigs and sheep",2018-08-23,"Cattle statistics, supply and disposition of cattle, Canada and provinces (head x 1,000). Data are available on an annual basis.","Cattle statistics, supply and disposition of cattle",/t1/tbl1/en/tv.action?pid=3210013901
Data,Agriculture,"Cattle, pigs and sheep",2018-08-23,"Sheep statistics, supply and disposition of sheep and lambs, Canada and provinces (head x 1,000). Data are available on an annual basis.","Sheep statistics, supply and disposition of sheep and lambs",/t1/tbl1/en/tv.action?pid=3210014101
Data,Agriculture,"Cattle, pigs and sheep",2018-08-23,"Hogs statistics, supply and disposition of hogs, Canada and provinces (head x 1,000). Data are available on a semi-annual basis. ","Hogs statistics, supply and disposition of hogs, semi-annual",/t1/tbl1/en/tv.action?pid=3210014701
Data,Agriculture,Grains and field crops,2017-12-11,"Selected crop data from the Census of Agriculture, Canada and provinces, 1921 to 2016.","Selected crops, historical data",/t1/tbl1/en/tv.action?pid=3210015401
Data,Agriculture,"Cattle, pigs and sheep; Poultry and eggs",2017-12-11,"Selected livestock and poultry data from the Census of Agriculture, Canada and provinces, 1921 to 2016.","Selected livestock and poultry, historical data",/t1/tbl1/en/tv.action?pid=3210015501
Data,Agriculture,"Greenhouses and nurseries; Vegetables; Farm area, land tenure and land use",2017-12-11,"Total greenhouse area in use and mushrooms from the Census of Agriculture, Canada and provinces, 1921 to 2016.","Total greenhouse area in use and mushrooms, historical data",/t1/tbl1/en/tv.action?pid=3210015901
Data,Agriculture,"Maple, honey and bees",2017-12-11,"Maple taps from the Census of Agriculture, Canada and provinces, 1921 to 2016.","Maple taps, historical data",/t1/tbl1/en/tv.action?pid=3210016101
Data,Agriculture,"Grains and field crops; Cattle, pigs and sheep; Poultry and eggs",2017-12-11,"Focus on selected commodities from the Census of Agriculture, Canada and provinces, 1921 to 2016.","Selected commodities by size, historical data",/t1/tbl1/en/tv.action?pid=3210016701
